person_id;household_id;geoid;region_code_legacy;region_name_reported;census_year;date_of_birth;age;sex;ethnicity_code;education_level;literacy;employment_status;employment_type;industry_code;annual_income_local;marital_status;migration_status;arrival_year;is_head_of_household;record_confidence_score;enumeration_source;last_updated
dc77f228-f39f-57b3-9fa3-5326519aa8e2;H-106-1418;106;LEG-106-5830;Region-0106;2015;08/05/1969;46;Other;ETH14;Tertiary;True;Student;;;0.0;Divorced;Native;;False;0.741;AdminRegister;2015-11-08T00:00:00
cfddddb0-b6c6-5172-96f5-667f9b691a04;H-76-313;76;LEG-76-3975;Region-0076;2015;03/10/1985;30;Male;ETH01;Secondary;True;Inactive;;;0.0;Single;Native;;False;0.811;AdminRegister;2015-07-06T00:00:00
52ca1bb8-7556-543a-a1aa-00a01cc37583;H-20-1478;20;LEG-20-997;Region-0020;2015;21/06/1969;46;Other;ETH14;Tertiary;True;Employed;Self-employed;IND196;58708.38;Widowed;Native;;True;0.904;AdminRegister;2015-05-10T00:00:00
4ff6b211-3d08-5549-b682-7fc3e0db9427;H-5-569;5;LEG-5-2380;Region-0005;2010;18/09/2004;6;Other;ETH01;Primary;False;Student;;;0.0;Single;Native;;False;0.168;AdminRegister;2010-01-09T00:00:00
c32a3053-84ee-565d-9e88-7b5ee552fe85;H-49-350;49;LEG-49-4087;Region-0049;2020;22/11/1979;41;Female;ETH18;Secondary;True;Employed;Informal;IND296;59608.13;Married;Native;;False;0.491;AdminRegister;2020-03-19T00:00:00
1bfeb01d-86f1-5a72-ab8b-20d391bbb0f7;H-55-12;55;LEG-55-7527;Reginn-0055;2015;16/08/1957;58;Other;ETH17;Secondary;True;Inactive;;;0.0;Single;Internal Migrant;2010.0;False;0.794;AdminRegister;2015-11-05T00:00:00
edc2a104-f2c1-5fe2-b48b-5f61b818a75b;H-94-1998;94;LEG-94-1636;Region-0094;2020;10/11/2014;6;Male;ETH02;Secondary;True;Student;;;0.0;Married;Native;;False;0.427;AdminRegister;2020-12-06T00:00:00
137799c4-4ace-5848-9bae-5c29d84ab1cc;H-13-1081;13;LEG-13-2421;Region-0013;2020;13/02/1977;43;Female;ETH20;Secondary;True;Inactive;;;0.0;Married;Native;;False;0.871;SurveySample;2020-12-23T00:00:00
571dc4cf-0fff-55aa-a502-13988819a1c7;H-29-1456;29;LEG-29-6972;Region-0029;2020;27/10/1994;26;Male;ETH17;Secondary;True;Inactive;;;0.0;Divorced;Native;;False;0.614;AdminRegister;2020-06-12T00:00:00
9291d9c3-3e4d-5b9d-aa3c-2fe3a856589e;H-4-1344;4;LEG-4-6386;Region-0004;2020;02/08/1947;73;Other;ETH09;Secondary;True;Retired;;;0.0;Divorced;Native;;False;0.458;FieldEnumeration;2020-03-05T00:00:00
3bcaf94c-6951-581f-8c9b-f6bf4374a264;H-12-1415;12;LEG-12-273;0012;2015;07/01/1964;51;Other;ETH06;Secondary;True;Inactive;;;0.0;Married;Native;;False;0.741;AdminRegister;2015-06-20T00:00:00
bb905de0-a137-59c7-91ec-3fe26a6d7788;H-60-238;60;LEG-60-371;Region-0060;2010;23/04/2000;10;Other;ETH09;Secondary;True;Student;;;0.0;Married;Native;;False;0.384;AdminRegister;2010-07-23T00:00:00
8a8cce23-b270-5664-a285-b0b317080736;H-38-544;38;LEG-38-8668;Region-0038;2010;06/06/1982;28;Female;ETH17;Secondary;True;Unemployed;;;0.0;Single;Native;;False;0.082;SurveySample;2010-10-09T00:00:00
0bec9d41-c276-5260-91c5-1c2d1e3f00b5;H-86-1835;86;LEG-86-9452;Region-0086;2020;12/02/1929;91;Male;ETH18;Postgraduate;True;Retired;;;0.0;Widowed;Native;;False;0.28;SurveySample;2020-07-14T00:00:00
0b95ff53-c0af-5ee6-a8dd-189a34d7b129;H-18-991;18;LEG-18-1021;Region-0018;2010;06/10/1971;39;Male;ETH07;Primary;True;Student;;;0.0;Married;Native;;True;0.935;AdminRegister;2010-12-02T00:00:00
3d92dd09-f527-5626-a386-0d7711c17f5b;H-20-591;20;LEG-20-207;Region-0020;2020;16/07/2018;2;Male;ETH15;NoSchool;True;Student;;;0.0;Married;Native;;False;0.234;AdminRegister;2020-04-06T00:00:00
a9e34a4e-f2a7-5211-83af-32d6881ad1f6;H-5-387;5;LEG-5-175;Region-0005;2015;24/04/2012;3;Female;ETH14;NoSchool;True;Inactive;;;0.0;Married;Internal Migrant;2003.0;False;0.082;AdminRegister;2015-06-13T00:00:00
ea61dd10-1abe-5998-ab4d-62c338f0db61;H-15-366;15;LEG-15-3891;Region-0015;2020;24/12/2012;8;Female;ETH05;Postgraduate;True;Student;;;0.0;Single;Native;;False;0.173;SurveySample;2020-04-13T00:00:00
37fcf351-3e4f-5d0a-b8a3-91fd54ef76ac;H-65-513;65;LEG-65-1217;Region-0065;2015;23/05/1926;89;Other;ETH11;Secondary;True;Inactive;;;0.0;Divorced;Native;;False;0.063;FieldEnumeration;2015-07-18T00:00:00
fbd434e7-ebea-54c9-9bad-49d43ea15a41;H-49-4;49;LEG-49-2877;0049;2015;05/10/1958;57;Other;ETH20;Tertiary;True;Employed;Self-employed;IND077;197319.39;Single;Native;;False;0.774;AdminRegister;2015-01-01T00:00:00
86598de0-eed7-5fe4-924b-778483dcc8eb;H-4-606;4;LEG-4-2636;Region-0004;2020;28/11/1952;68;Male;ETH02;Secondary;True;Retired;;;0.0;Widowed;Native;;False;0.052;AdminRegister;2020-02-15T00:00:00
1e30d891-5555-5ad7-af97-9bdf15bb6752;H-40-1483;40;LEG-40-9471;Region-0040;2015;23/03/1966;49;Other;ETH10;Secondary;True;Employed;Informal;IND057;104002.78;Divorced;Native;;False;0.242;AdminRegister;2015-09-18T00:00:00
da8cf794-dfb1-506a-a4ca-e8cb0a32f04c;H-10-17;10;LEG-10-520;Region-0010;2010;03/02/1988;22;Other;ETH10;Primary;True;Employed;Informal;IND297;61873.28;Single;Native;;False;0.178;AdminRegister;2010-11-05T00:00:00
2889d1c2-587d-52df-8838-0d77e751db91;H-35-532;35;LEG-35-5253;Region-0035;2020;11/01/2019;1;Female;ETH13;NoSchool;True;Student;;;0.0;Single;Native;;False;0.778;AdminRegister;2020-07-06T00:00:00
6fb1200c-afae-55a3-84fb-b509bcedbc73;H-117-216;117;LEG-117-7292;Region-0117;2010;23/07/1933;77;Female;ETH03;Primary;True;Retired;;;0.0;Single;Native;;False;0.301;AdminRegister;2010-05-22T00:00:00
5373473a-b61c-5e63-8c0a-70047b589ec1;H-95-319;95;LEG-95-9887;Region-0095;2010;24/10/2008;2;Male;ETH16;NoSchool;True;Inactive;;;0.0;Widowed;Native;;False;0.492;AdminRegister;2010-08-12T00:00:00
93c1b712-abf1-5516-9a9c-c1f7b6a04e40;H-117-897;117;LEG-117-2313;Region-0117;2010;01/11/1982;28;Female;ETH17;Primary;False;Employed;Casual;IND002;53173.53;Married;Native;;False;0.095;FieldEnumeration;2010-06-20T00:00:00
ee27c0d3-4327-5fb0-8555-251c61e6bc3c;H-44-836;44;LEG-44-4447;Region-0044;2010;04/12/1938;72;Male;ETH04;Secondary;True;Retired;;;0.0;Married;Native;;False;0.461;AdminRegister;2010-02-12T00:00:00
9981eaa1-5c58-563f-9ba1-749d4166f198;H-56-84;56;LEG-56-2650;Region-0056;2020;03/10/1984;36;Male;ETH14;Secondary;True;Employed;Self-employed;IND196;10516.8;Married;Native;;False;0.759;MobileUpdate;2020-05-23T00:00:00
e5c3518c-cf2d-5027-b681-86d2162814ea;H-59-1974;59;LEG-59-510;Region-0059;2020;26/06/1989;31;Female;ETH13;Tertiary;True;Employed;Self-employed;IND038;7324.76;Widowed;Native;;False;0.969;AdminRegister;2020-05-21T00:00:00
6010f6f8-b90a-541a-b679-fa04c955a2fa;H-21-1768;21;LEG-21-4980;Region-0021;2020;21/02/1971;49;Male;ETH03;Secondary;True;Unemployed;;;0.0;Widowed;Native;;False;0.761;FieldEnumeration;2020-09-20T00:00:00
c1f73303-6da1-566d-a10a-e04286d20d7a;H-43-340;43;LEG-43-8547;Region-0043;2020;07/03/1996;24;Female;ETH07;Primary;True;Employed;Informal;IND275;9703.05;Single;Native;;False;0.777;AdminRegister;2020-06-15T00:00:00
d0ecd2cc-cff2-5584-96d5-e317c4f36630;H-7-1316;7;LEG-7-6788;Region-0007;2015;16/09/1984;31;Other;ETH06;Secondary;True;Inactive;;;0.0;Married;Native;;False;0.205;AdminRegister;2015-06-22T00:00:00
49b71d5c-9a70-5940-aefb-ab74c05caac5;H-7-516;7;LEG-7-4475;Region-0007;2020;10/12/2011;9;Female;ETH01;Tertiary;True;Student;;;0.0;Widowed;Native;;False;0.548;SurveySample;2020-09-26T00:00:00
7334f255-a3c2-5d1e-8041-71b47d1c87a3;H-27-2190;27;LEG-27-2247;Region-0027;2020;16/08/2001;19;Female;ETH18;Secondary;True;Employed;Informal;IND107;19042.89;Single;Native;;False;0.411;FieldEnumeration;2020-04-10T00:00:00
d1896574-5932-5038-95fb-51468f2df983;H-25-1046;25;LEG-25-440;Region-0025;2015;09/12/1996;19;Other;ETH19;Tertiary;True;Retired;;;0.0;Single;Native;;False;0.925;FieldEnumeration;2015-11-16T00:00:00
77ce0822-737b-512c-b9a6-fecebed77b0e;H-4-768;4;LEG-4-6629;Region-0004;2015;16/11/1965;50;Other;ETH06;Tertiary;True;Student;;;0.0;Single;Native;;False;0.683;AdminRegister;2015-06-11T00:00:00
a1e86fb8-c893-500c-8b21-fbe58066a0c3;H-116-1118;116;LEG-116-4568;Region-0116;2020;14/08/1954;66;Male;ETH10;Secondary;True;Retired;;;0.0;Married;Native;;False;0.327;FieldEnumeration;2020-05-06T00:00:00
9494ee2a-9ec6-5063-8381-fd265707ce20;H-20-1493;20;LEG-20-9313;Rebion-0020;2020;25/07/1932;88;Female;ETH13;Primary;True;Retired;;;0.0;Divorced;Native;;False;0.431;SurveySample;2020-12-19T00:00:00
bfad71dc-6554-58c8-baf1-acbb935b5b38;H-117-362;117;LEG-117-5547;Region-0117;2015;19/08/1977;38;Female;ETH04;Primary;True;Inactive;;;0.0;Single;Native;;False;0.114;AdminRegister;2015-05-22T00:00:00
dbee4ed3-ed44-58ac-9d38-da471b475a9a;H-86-2245;86;LEG-86-9925;Region-0086;2020;11/11/2009;11;Male;ETH06;Secondary;True;Student;;;0.0;Widowed;Native;;False;0.605;AdminRegister;2020-05-07T00:00:00
1c62c7b1-995a-57be-8253-99659ec1dc84;H-23-2435;23;LEG-23-8692;Region-0023;2020;28/11/1993;27;Male;ETH14;Secondary;True;Unemployed;;;0.0;Widowed;Native;;False;0.948;AdminRegister;2020-03-08T00:00:00
83be3796-7163-502d-b77b-abe0653e775f;H-32-1125;32;LEG-32-1500;Region-0032;2020;04/07/1972;48;Female;ETH12;Secondary;True;Inactive;;;0.0;Widowed;International Migrant;;False;0.616;SurveySample;2020-12-22T00:00:00
d3fe2da6-9dd4-57d9-ada3-caefd337fb86;H-118-577;118;LEG-118-3406;Region-0118;2020;23/05/1974;46;Other;ETH05;Primary;True;Inactive;;;0.0;Married;Native;;True;0.471;AdminRegister;2020-02-08T00:00:00
2317d100-1bf7-55dc-99ca-e97c0aa61c5a;H-64-2333;64;LEG-64-804;Region-0064;2020;09/04/1959;61;Other;ETH09;Primary;True;Inactive;;;0.0;Single;Native;;True;0.889;AdminRegister;2020-11-03T00:00:00
b99d77da-93af-54e1-84e3-d5d9f802cb7f;H-16-605;16;LEG-16-3420;Region-0016;2020;13/10/1986;34;Male;ETH01;Secondary;True;Employed;Formal;IND206;87461.46;Single;Internal Migrant;2000.0;False;0.525;FieldEnumeration;2020-07-13T00:00:00
5ef700af-3606-530a-8c06-3653c2f880dd;H-66-746;66;LEG-66-8165;Region-0066;2010;07/10/1949;61;Female;ETH07;Secondary;True;Employed;Self-employed;IND067;10229.47;Divorced;Native;;False;0.173;FieldEnumeration;2010-04-10T00:00:00
d616ac38-6362-5629-9e65-2bce760a2317;H-104-945;104;LEG-104-1822;Region-0104;2020;17/09/1978;42;Male;ETH08;Primary;True;Employed;Casual;IND142;99490.94;Divorced;Native;;False;0.546;MobileUpdate;2020-12-02T00:00:00
d22bf397-8c1c-5f61-aae0-29bce256a073;H-118-1083;118;LEG-118-4251;Regio-0118;2020;11/02/1981;39;Female;ETH14;Secondary;True;Employed;Casual;IND100;25554.21;Divorced;Native;;False;0.749;FieldEnumeration;2020-09-10T00:00:00
8eb7c2b4-451d-5c0b-aca8-991eb0f4fec8;H-20-508;20;LEG-20-1886;Region-0020;2020;15/11/1956;64;Male;ETH17;Primary;True;Employed;Informal;IND001;10647.56;Single;Native;;False;0.17;SurveySample;2020-12-19T00:00:00
b67f01de-a6cc-5c0a-a92d-9433f915058d;H-43-747;43;LEG-43-7063;Region-0043;2020;11/12/2006;14;Other;ETH14;Secondary;True;Student;;;0.0;Single;Native;;False;0.344;FieldEnumeration;2020-01-04T00:00:00
63e36c11-c5f1-5281-84d4-81a195536b74;H-61-417;61;LEG-61-859;Region-0061;2020;08/11/1987;33;Female;ETH17;Secondary;True;Employed;Formal;IND288;28377.8;Divorced;Native;;False;0.54;FieldEnumeration;2020-03-24T00:00:00
7b80d159-ce88-5700-b901-3a55fbd01495;H-100-108;100;LEG-100-1990;Region-0100;2010;14/10/1997;13;Other;ETH02;Secondary;True;Student;;;0.0;Divorced;Native;;False;0.365;FieldEnumeration;2010-10-19T00:00:00
a8877558-29e3-5130-b455-683ea029b954;H-54-727;54;LEG-54-8171;Region-0054;2020;25/07/1972;48;Male;ETH15;Secondary;True;Employed;Self-employed;IND188;12704.44;Single;Native;;False;0.561;AdminRegister;2020-11-16T00:00:00
1f74d5d2-6192-53fd-a806-0bebc931e86f;H-12-2428;12;LEG-12-6893;Region-0012;2020;16/01/1978;42;Male;ETH16;Primary;True;Employed;Casual;IND076;17487.01;Divorced;Native;;False;0.412;AdminRegister;2020-12-08T00:00:00
acf6df58-45a5-59ab-95bc-0df4eb5f9b08;H-90-774;90;LEG-90-2197;Region-0090;2020;28/12/1972;48;Other;ETH12;Primary;True;Employed;Informal;IND089;11622.2;Single;Native;;False;0.302;AdminRegister;2020-06-01T00:00:00
732444dd-00be-5923-a2e2-58d8e4a168d6;H-27-335;27;LEG-27-8738;Region-0027;2020;17/04/1959;61;Male;ETH14;Primary;True;Employed;Formal;IND274;146762.55;Single;Native;;False;0.544;AdminRegister;2020-10-06T00:00:00
eb2af648-0227-5de3-9542-3265b706ad75;H-48-530;48;LEG-48-382;Region-0048;2010;16/11/1989;21;Other;ETH17;Primary;False;Retired;;;0.0;Divorced;Native;;False;0.498;SurveySample;2010-08-18T00:00:00
46c01e3d-70c7-5d21-a136-505175872fe4;H-78-985;78;LEG-78-5688;Region-0078;2010;25/08/1952;58;Male;ETH04;Secondary;True;Employed;Formal;IND298;64377.15;Married;Native;;False;0.938;AdminRegister;2010-04-25T00:00:00
cf2bdcb9-e894-5199-8b8b-18dfe3a94291;H-91-1976;91;LEG-91-4527;Regin-0091;2020;04/12/2020;0;Male;ETH20;NoSchool;True;Inactive;;;0.0;Divorced;Native;;False;0.426;SurveySample;2020-05-25T00:00:00
43c772e5-eb08-539f-b877-730c030a41d4;H-115-1183;115;LEG-115-2479;Region-0t15;2020;21/01/1967;53;Other;ETH17;Secondary;True;Employed;Informal;IND253;48769.56;Married;Native;;False;0.109;FieldEnumeration;2020-09-25T00:00:00
1c114042-2150-530b-8185-a87b3587998c;H-20-712;20;LEG-20-4547;Region-0020;2015;22/04/1984;31;Female;ETH05;Secondary;True;Employed;Formal;IND032;19041.07;Divorced;Native;;False;0.956;AdminRegister;2015-09-15T00:00:00
5cc8bc26-8016-52b6-8d53-22b59dcc5f15;H-111-1438;111;LEG-111-2049;Region-0111;2020;25/11/1997;23;Female;ETH20;Primary;True;Unemployed;;;0.0;Single;Native;;False;0.559;AdminRegister;2020-06-18T00:00:00
46be9809-bb50-5c0f-8578-d2169700c66a;H-5-1392;5;LEG-5-2442;Region-005;2020;20/08/1946;74;Male;ETH03;Secondary;True;Retired;;;0.0;Married;Native;;False;0.886;AdminRegister;2020-08-06T00:00:00
e70da519-2800-5129-b2d7-003e1d381105;H-69-636;69;LEG-69-9088;Region-0069;2015;19/03/1989;26;Female;ETH19;Secondary;True;Employed;Formal;IND259;16564.89;Married;Native;;False;0.982;AdminRegister;2015-12-23T00:00:00
448353f3-85a8-57e8-ade8-7289d37bf295;H-5-539;5;LEG-5-7559;Region-0005;2010;10/12/1957;53;Other;ETH15;Tertiary;True;Unemployed;;;0.0;Married;Native;;False;0.464;AdminRegister;2010-07-28T00:00:00
31f3778b-e9dd-5645-9072-632f5deaecc7;H-17-1278;17;LEG-17-2475;Region-0017;2015;11/12/1998;17;Female;ETH19;Primary;True;Employed;Informal;IND170;48637.85;Widowed;Native;;False;0.283;FieldEnumeration;2015-12-20T00:00:00
16ee4da2-7ad2-5d8b-92da-4bafb772634d;H-112-94;112;LEG-112-221;Region-0112;2015;09/04/1977;38;Male;ETH19;Primary;True;Employed;Self-employed;IND058;11866.55;Divorced;Native;;False;0.213;MobileUpdate;2015-07-06T00:00:00
9f35ebe3-e3c7-5f69-b6aa-c919c5125023;H-86-1646;86;LEG-86-7260;Region-0086;2020;23/12/2000;20;Female;ETH02;Primary;True;Inactive;;;0.0;Widowed;Native;;False;0.549;FieldEnumeration;2020-01-16T00:00:00
8fe436b0-26d5-57e8-8f76-f51459fa86b0;H-2-704;2;LEG-2-6587;Region-0002;2010;14/05/1960;50;Male;ETH02;Tertiary;True;Inactive;;;0.0;Widowed;Internal Migrant;2000.0;False;0.872;SurveySample;2010-01-12T00:00:00
9dfe596b-f7a8-5d9f-a4ea-dc69bf9abd06;H-76-405;76;LEG-76-9908;Region-0076;2020;21/10/2000;20;Male;ETH20;Secondary;True;Employed;Self-employed;IND073;121833.22;Divorced;Native;;False;0.751;AdminRegister;2020-05-27T00:00:00
ed7f1f71-b5f5-55a8-9652-c789a5c56952;H-10-409;10;LEG-10-2740;Region-0010;2015;11/09/1968;47;Male;ETH08;Primary;False;Employed;Formal;IND158;10907.5;Divorced;Native;;False;0.102;AdminRegister;2015-03-05T00:00:00
9c662d90-e170-592f-bcb8-60b1cc05080e;H-80-2248;80;LEG-80-6836;Reion-0080;2020;15/03/1939;81;Female;ETH06;Tertiary;True;Retired;;;0.0;Widowed;Native;;True;0.395;AdminRegister;2020-01-07T00:00:00
1e5b95a2-8d29-521b-871e-3a252de40a22;H-13-2487;13;LEG-13-9359;Region-0013;2020;15/02/1955;65;Male;ETH08;Secondary;True;Employed;Casual;IND044;20380.53;Single;Native;;False;0.793;SurveySample;2020-02-22T00:00:00
9b5b17b6-2cdc-53b3-aa6a-e33ac0a25bd8;H-111-1351;111;LEG-111-6721;Region-0111;2020;20/05/1933;87;Female;ETH10;Secondary;True;Retired;;;0.0;Widowed;Native;;False;0.657;MobileUpdate;2020-12-14T00:00:00
